,filename,cough_detected,nframes,duration,status
2328,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1ce87574-6f9b-42c7-acff-6229936dfe89.webm,0.9541,84672.0,3.84,
2339,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1d0eab2e-26fd-45d9-b8f5-780bfd32f0f2.webm,0.9148,216972.0,9.84,
2346,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1d1c99cb-9efd-4970-bc9a-465f2be55f61.webm,0.9703,211680.0,9.6,
2357,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1d420159-d6e0-4e5b-869f-29efef6ae601.webm,0.9818,75411.0,3.42,
2358,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1d428830-edec-4942-9972-c0536790ed29.wav,0.9356,222029.0,10.0693,
2366,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1d4f4228-fca6-45e2-bc1d-91a88b9ffbb4.webm,0.7326,218295.0,9.9,
2367,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1d5264ed-d766-4104-b2e0-4f6d763f4331.webm,0.9868,125685.0,5.7,
2370,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1d575996-8285-4550-b257-87a92533bb91.webm,0.935,215649.0,9.78,
2375,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1d63d3a5-cde3-444a-a254-ec7a626c2813.webm,0.8179,197127.0,8.94,
2377,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1d67abda-5894-4319-af48-ac24a05c97c4.webm,0.9888,177282.0,8.04,
2378,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1d692b3d-f3f4-4ffe-bfaf-d62f88c47bb8.webm,0.9966,214326.0,9.72,
2380,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1d6fd899-6762-4f01-bd49-74539ed81cd8.webm,0.9924,173313.0,7.86,
2381,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1d73ed6a-999b-4d1d-a8ff-e02dc45c1d22.webm,0.9674,219618.0,9.96,
2382,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1d779f4b-766d-401b-ae38-19f553701a01.ogg,0.9897,64141.0,2.9089,
2385,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1d7dca40-b6ba-4000-919a-31a926320f5c.webm,0.8442,130977.0,5.94,
2388,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1d8c0572-a5c7-4c78-9fd6-21a0ec13bf71.ogg,0.9908,220442.0,9.9974,
2389,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1d8e94bb-c845-4f43-adad-09aeb2076233.webm,0.9893,216972.0,9.84,
2390,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1d8ec59d-a576-4538-a8e3-80c961f99074.webm,0.8106,214326.0,9.72,
2397,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1da92326-003b-45e9-8531-87b0a3b27c25.webm,0.9912,111132.0,5.04,
2399,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1dab1f93-75e7-4129-999c-5cd92a276db8.webm,0.9406,201096.0,9.12,
2403,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1dc32f80-c988-4d45-b0b1-b81df1fea62a.webm,0.9907,76734.0,3.48,
2404,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1dc5e965-87ff-4caa-a262-562cff0831ea.webm,0.9945,218295.0,9.9,
2411,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1dd9eb47-ac29-46df-b7c6-abafe431c648.webm,0.7038,218295.0,9.9,
2413,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1ddba9bc-deaa-434f-b7af-f4cdd045780d.webm,0.998,219618.0,9.96,
2418,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1de69523-274d-4794-b895-e3c1803c25d5.ogg,0.8727,57095.0,2.5893,
2420,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1df95bee-f5ea-49a3-8fc2-b4ea932488fa.wav,0.944,222029.0,10.0693,
2422,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1e0249c4-b555-4aaa-9270-b16cd1606a41.webm,0.9747,128331.0,5.82,
2427,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1e13bf2c-1de7-4855-99a3-ec339694b7f2.webm,0.7204,218295.0,9.9,
2429,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1e14ad83-4b8b-4728-9524-df1e1967ea7d.webm,0.926,219618.0,9.96,
2430,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1e15080e-f8c9-4d28-808c-5fbb49e15aee.webm,0.7923,216972.0,9.84,
2434,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1e288295-8cd0-46a6-ad07-ffbccc15a2c1.webm,0.9061,96579.0,4.38,
2439,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1e35ccdb-4d0c-4a40-884d-500fa21dae26.webm,0.996,218295.0,9.9,
2443,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1e40fe69-d632-4c96-8e8d-516c111ca47f.webm,0.9311,67473.0,3.06,
2447,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1e481652-9d9b-4702-bc03-c917086b25e4.webm,0.9786,219618.0,9.96,
2451,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1e583ffa-c2a6-472f-97a8-c641af5eac03.webm,0.9755,74088.0,3.36,
2460,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1e7245f5-a35b-4176-8a6e-c7e40886906d.webm,0.871,219618.0,9.96,
2462,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1e7623b0-eef7-4934-9a63-250f384d352d.webm,0.9942,216972.0,9.84,
2465,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1e7be325-faea-4c05-b0ea-0ca8a2e205f2.webm,0.9475,179928.0,8.16,
2467,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1e7c3c56-1c90-4b97-becb-caf080d8a2fe.webm,0.9923,218295.0,9.9,
2470,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1e8498e2-55b6-4a96-9efe-acb7af39f27b.webm,0.9955,148176.0,6.72,
2472,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1e8fb8c3-52c8-454c-83e5-bddffbe44c68.webm,0.8244,216972.0,9.84,
2473,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1e8fe634-a97b-49f4-97f4-2a02e495cb2c.webm,0.9859,215649.0,9.78,
2474,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1e929edc-77da-44b3-a766-326be8bd3efa.webm,0.9281,56889.0,2.58,
2475,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1e995a01-a5f9-448b-b6a4-a0af8777d30b.wav,0.9481,222029.0,10.0693,
2477,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1e9d8c8d-0f2d-4bf4-bc30-55ef7932bc2a.webm,0.9784,215649.0,9.78,
2482,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1eaa0c03-2ea8-4e2d-bb2a-91bb00c6e8cb.webm,0.9956,219618.0,9.96,
2483,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1eaceeaa-6f4c-4be6-8004-ce8ab93db8e4.webm,0.974,74088.0,3.36,
2488,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1ec6dbd7-1917-4683-b4ba-f7623247285b.webm,0.9849,211680.0,9.6,
2492,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1ed65cab-269d-4361-9526-f39b456b9ca5.webm,0.9905,214326.0,9.72,
2497,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1eef18a6-9608-427d-addb-41a1474668f3.webm,0.9562,214326.0,9.72,
2498,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1ef05eff-faf8-4f3e-8c62-19505dc71ce1.webm,0.7094,219618.0,9.96,
2499,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1ef0e0ea-0e16-4795-9156-6dafdfb45165.webm,0.9921,218295.0,9.9,
2505,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1f02c230-3a22-4ee1-81e4-7e7237b36c03.webm,0.9897,220941.0,10.02,
2507,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1f079fb7-a126-411a-b246-a3faff8430ce.webm,0.9623,216972.0,9.84,
2508,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1f0906bc-d01e-4f00-ad6f-32122515f774.ogg,0.9624,210622.0,9.552,
2509,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1f0d070e-01f4-4c48-ad04-97ed14f07be3.webm,0.9797,216972.0,9.84,
2511,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1f11a1e0-61e3-47e6-bcc1-c93f8574ae35.webm,0.8958,222264.0,10.08,
2514,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1f1a1232-8170-4c9d-8b7a-05af387139b7.webm,0.7686,87318.0,3.96,
2516,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1f2331b6-e5d1-4fea-be0d-6b07f18d812f.webm,0.9931,214326.0,9.72,
2517,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1f287912-8ec4-4e84-9a37-cb29c230e775.webm,0.998,205065.0,9.3,
2521,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1f34380a-2560-438b-bd2a-6a73f31eedd0.webm,0.9962,218295.0,9.9,
2524,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1f3e55df-57ab-46dd-8c1b-c677b91adbbd.webm,0.8293,92610.0,4.2,
2533,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1f68aac2-3714-482b-8d6d-1914a5d6d59d.webm,0.6595,219618.0,9.96,
2543,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1f7beda3-1c7d-47c1-9e68-885e81420cd3.webm,0.9938,218295.0,9.9,
2546,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1f7fab01-ff8e-44b4-b210-c25f10671788.webm,0.9598,219618.0,9.96,
2547,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1f82c43f-1e5d-400e-82b5-efebf491a9c4.webm,0.9762,100548.0,4.56,
2548,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1f8bdcb3-a182-4a2a-9261-04e9dc4b0ad2.wav,0.8424,132653.0,6.016,
2552,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1fa84838-d1a4-415f-b969-058f0d9106d7.webm,0.9963,219618.0,9.96,
2557,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1fbb54d0-64e1-4187-91f3-12bc64bbaa91.webm,0.9147,142884.0,6.48,
2560,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1fcc0c23-938f-4c60-84a8-6fd068afad0a.webm,0.8284,84672.0,3.84,
2562,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1fcf9369-1845-439d-859e-f359aeef80ee.ogg,0.9932,191692.0,8.6935,
2574,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/1ffb7fbe-ead9-4f04-83d3-146fa91ab4c8.webm,0.7071,218295.0,9.9,
2576,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/200b47d3-7805-464b-8500-f05afc6274a2.webm,0.9869,111132.0,5.04,
2579,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/201620f7-39d9-4f4a-b951-20403ba25fba.webm,0.994,97902.0,4.44,
2580,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/20183dc3-ceb1-4bda-96f7-c2a5fafbcb23.webm,0.9275,93933.0,4.26,
2583,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/2032fff3-e7b0-4525-8370-29801cfc0cba.webm,0.8588,216972.0,9.84,
2584,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/203360ab-77e0-4506-8854-3ba9eb2bba7c.webm,0.8077,119070.0,5.4,
2585,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/20350f24-1dfe-4817-889a-c47e1b112a5e.wav,0.995,94080.0,4.2667,
2591,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/204efd6a-0876-4b6c-a66e-585223edac79.webm,0.9936,136269.0,6.18,
2597,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/2057d2a9-8189-45fd-8e27-3f67bc8aa55b.webm,0.9123,121716.0,5.52,
2599,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/205eb76f-8331-4db0-8e28-1b7771cbb8f2.webm,0.9539,156114.0,7.08,
2603,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/20650c31-dc92-4f82-82e1-d44dca0f9a8e.webm,0.9936,216972.0,9.84,
2606,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/206acfcc-90b1-4c37-9e46-1f5f0fd6aa08.webm,0.9927,216972.0,9.84,
2607,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/20766cbc-9314-46cb-94f9-ca542209d376.webm,0.9312,218295.0,9.9,
2608,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/2079b1f8-6d1b-452f-89f4-23488f062f36.webm,0.9288,215649.0,9.78,
2612,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/207eae6a-fea7-4fc4-81db-55401fc446a8.webm,0.8826,141561.0,6.42,
2615,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/208a4c9a-951e-4154-bcf0-564175e9df1b.webm,0.8566,82026.0,3.72,
2616,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/208d5052-5861-4f9d-abf7-4d08409b2b27.webm,0.8768,150822.0,6.84,
2617,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/208d549b-431f-4528-854d-9e34bfb87ae7.webm,0.7212,88641.0,4.02,
2620,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/2097538d-7673-452a-bdec-2221580b4ac2.webm,0.9503,144207.0,6.54,
2623,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/209b7bd2-a8bb-45d7-a0ff-b1a21a8df7a4.webm,0.7803,215649.0,9.78,
2626,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/20abe2bd-615c-4eb2-93b8-69b154b4d405.webm,0.6631,134946.0,6.12,
2627,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/20b023ab-4720-48f3-b772-0bfe0aa6fdf5.wav,0.942,221559.0,10.048,
2629,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/20b4b997-353f-45fb-af45-a6b8b02070d6.webm,0.9851,218295.0,9.9,
2632,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/20b852e0-52b9-496d-8abf-09411cd50673.webm,0.935,128331.0,5.82,
2635,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/20bfd5f3-ede4-410c-b6d4-657dce41ca1e.webm,0.9982,210357.0,9.54,
2638,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/20d53cc4-398a-4a16-9fc7-d715228ee7a5.webm,0.9938,116424.0,5.28,
2640,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/20e8d622-3703-4d96-9d6a-d121924ebdcc.webm,0.9798,127008.0,5.76,
2643,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/20ed7158-418d-4dae-b8d2-eeaf818353c4.webm,0.9953,218295.0,9.9,
2645,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/20f8d97a-946b-4858-9eba-467ef849b69e.webm,0.6538,216972.0,9.84,
2646,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/20fad8c1-fac6-40f1-8f9a-c6055e529abc.webm,0.9729,219618.0,9.96,
2648,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/20fe3298-05e6-415b-82cb-6818732fb9d4.webm,0.8126,219618.0,9.96,
2652,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/2105d4fb-d61a-4047-8482-b9ad283a8c83.webm,0.9316,50274.0,2.28,
2655,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/2109f6cc-ba88-4300-990b-90739cfbd1e6.webm,0.9433,216972.0,9.84,
2662,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/211e478d-f373-4f73-beee-2f358e012fe0.ogg,0.986,214738.0,9.7387,
2664,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/212302c0-c540-412d-bf9e-0ca73d740e8d.webm,0.9407,115101.0,5.22,
2670,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/2137ce12-072a-499e-bf8d-5ef099aa4b6b.webm,0.993,216972.0,9.84,
2671,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/213a9648-9da2-4cb5-937a-e9ba2418e393.webm,0.901,152145.0,6.9,
2673,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/213f8f50-6746-4dc9-bf58-7c6edd0406b7.webm,0.7504,100548.0,4.56,
2675,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/2141bff3-f3b1-4cfb-8c8a-159e115ba642.webm,0.9959,210357.0,9.54,
2679,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/2146df0c-80b7-433c-8c00-d6be5a54a048.webm,0.753,218295.0,9.9,
2685,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/215670a0-5e4d-41b9-827a-4d16bce6c216.webm,0.9794,199773.0,9.06,
2689,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/215cc45c-fc29-4bed-a211-d00aa935b3ef.webm,0.9397,168021.0,7.62,
2693,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/216eae90-64c1-4703-be6c-4ed0fa77da85.webm,0.9195,127008.0,5.76,
2695,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/2177612b-2c6e-4812-8139-b5bd1c018526.webm,0.9955,214326.0,9.72,
2704,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/219ba101-1b77-4b87-8b85-7f355530c1f0.wav,0.9715,220160.0,9.9846,
2705,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/219fd505-5d9e-49ca-beef-e815feb78179.webm,0.9936,96579.0,4.38,
2714,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/21b49557-e604-47af-bff5-39ae98e9069b.webm,0.8783,218295.0,9.9,
2722,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/21d034a0-dd3c-4f63-b109-244107c4ecba.ogg,0.8022,55684.0,2.5254,
2724,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/21d236c9-11f4-4696-8344-c0df4ae1d048.webm,0.9929,64827.0,2.94,
2725,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/21d356cf-e291-4911-9ec8-5b035e77bff4.webm,0.9539,216972.0,9.84,
2727,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/21d42a5c-7d62-4ba5-b5e5-fc58abfc95f9.webm,0.9106,218295.0,9.9,
2732,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/21e0d2e5-4032-4308-b695-30ecd78bac6c.webm,0.8455,175959.0,7.98,
2734,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/21e53afd-0bca-4c50-9b87-090626ed54c4.webm,0.8791,162729.0,7.38,
2738,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/21f44649-bc32-4ade-83e2-3b5e15f84411.webm,0.9953,216972.0,9.84,
2741,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/21faaaa1-2edf-49c6-bce0-72cfe57640a1.webm,0.7871,50274.0,2.28,
2747,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/220f2b18-802a-42a8-94de-0acb83951729.webm,0.9977,213003.0,9.66,
2748,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/2210878c-f5f7-4012-836c-5a48ef3633a8.webm,0.9369,213003.0,9.66,
2749,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/2210cd4f-a7c0-494e-a100-05c2ef54d605.webm,0.931,216972.0,9.84,
2756,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/2228efc2-7e5f-4f82-8049-567cb65857b4.webm,0.7405,215649.0,9.78,
2760,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/223b30cf-a142-46b3-9f4a-b790352eaf93.webm,0.9719,136269.0,6.18,
2762,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/223f1274-2922-4555-acab-f2bf4e8d348a.webm,0.9946,205065.0,9.3,
2764,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/224401c3-f96a-4311-89d4-510f37eaa02f.webm,0.7711,218295.0,9.9,
2765,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/22473ec4-cd7e-4667-8d7a-65618b230a9e.webm,0.9647,216972.0,9.84,
2776,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/22762f96-089a-4c16-8f2d-0b72d150e373.webm,0.9905,215649.0,9.78,
2780,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/229284bb-34d3-4d00-9e2a-96b1fee08179.webm,0.8557,219618.0,9.96,
2783,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/22975528-762e-4bd7-9f73-a3da0b485cb4.webm,0.836,206388.0,9.36,
2784,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/2297f45e-97f7-451e-9db2-a3cb16f5971b.ogg,0.9948,102665.0,4.656,
2785,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/229874c1-0040-49bb-8c02-60474514e698.webm,0.9303,218295.0,9.9,
2789,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/22a6dae9-5220-4af2-b591-381ca43a2d4e.webm,0.8539,125685.0,5.7,
2797,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/22c5959c-9dd8-4f01-a697-2230dc05daa3.webm,0.6893,219618.0,9.96,
2801,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/22cae2c0-6e8e-4f2f-9979-a337e5ddb6fb.webm,0.9783,206388.0,9.36,
2803,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/22cbd1b6-df68-4603-b282-9d4740abcc38.webm,0.8241,214326.0,9.72,
2810,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/22ea20c6-b3e8-4ca9-907c-bfba5f9bdf25.webm,0.9096,60858.0,2.76,
2812,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/22f06af9-6559-4a1d-9810-f4b74ffbddd7.webm,0.9813,78057.0,3.54,
2817,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/230c05bf-5569-482f-b59d-bfeb07b61e88.webm,0.7747,219618.0,9.96,
2819,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/230eb02a-14df-4430-9603-634552b985a3.webm,0.8214,218295.0,9.9,
2822,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/23246f01-5493-40a1-930e-7df951f35e07.webm,0.9536,209034.0,9.48,
2823,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/2326c7f3-465f-45c6-aa33-5195efd02bd0.webm,0.9612,60858.0,2.76,
2829,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/233d6cd5-7c9a-40a0-a865-6aa5dd1a782e.webm,0.9867,218295.0,9.9,
2833,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/23509668-24f2-41a5-9df0-5393552203f4.webm,0.9789,215649.0,9.78,
2836,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/235dbf1e-8714-4069-a70e-30ca7018f9cf.webm,0.9973,218295.0,9.9,
2837,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/235e9f67-9705-4e38-83fe-fa295a776df8.webm,0.9904,68796.0,3.12,
2840,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/236f135f-809e-4e16-a62c-0c46c412777f.ogg,0.9913,220798.0,10.0135,
2841,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/2370156d-cbfe-4cf2-a780-a97199bfb5cb.webm,0.9567,215649.0,9.78,
2843,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/2374a791-dca4-4a8a-a1fb-91500765931b.webm,0.8444,215649.0,9.78,
2848,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/2397bbef-5db3-4ef2-918f-d140e4564a69.webm,0.8825,82026.0,3.72,
2853,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/23a188c4-6a9c-45fd-b841-619b1f911457.webm,0.871,211680.0,9.6,
2854,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/23a5ae7e-797d-40e7-b76e-30432150a507.webm,0.9773,125685.0,5.7,
2855,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/23a8ce02-33f5-4e8f-b379-dd0fb6677a94.webm,0.9863,191835.0,8.7,
2857,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/23acdfca-c44b-4673-9fae-10e588b117d9.webm,0.8903,206388.0,9.36,
2863,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/23bec5d0-0247-4e5b-b39d-8329c7ce572f.webm,0.898,216972.0,9.84,
2865,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/23c0ff29-d9ad-4b7c-9520-fc88a20082d9.webm,0.9708,216972.0,9.84,
2872,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/23dcabb4-82d2-433b-b0e5-ac4c3784fb94.webm,0.8219,235494.0,10.68,
2875,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/23e1e71e-4379-4f94-b431-a8cccc00758b.webm,0.8404,67473.0,3.06,
2891,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/24373e2a-77ba-4ea0-a244-19fd30f1c29c.webm,0.9924,136269.0,6.18,
2900,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/24569797-d7ad-4655-b69e-55c8df8f1650.wav,0.9491,140180.0,6.3574,
2912,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/247bd278-6881-47d3-8f8a-70d4ecdfa78a.webm,0.6897,219618.0,9.96,
2913,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/2489322b-0fbc-477d-81dd-2fd426524a1b.webm,0.996,215649.0,9.78,
2918,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/24a52451-be63-4197-9c64-a913e8d99a7c.webm,0.9103,218295.0,9.9,
2923,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/24b001fa-6361-4cda-88b0-66e0439a2c44.webm,0.9953,214326.0,9.72,
2927,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/24b746a2-e046-4492-9e0d-c5b44cc67e2d.webm,0.9539,216972.0,9.84,
